City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
353,Vyazemskiy,47.5378,134.7525,20.2,98,100,1.94,RU,1692024659
354,Mujiayingzi,42.1167,118.7833,22.75,54,0,2.73,CN,1692024660
355,Santa Isabel,-23.3156,-46.2214,18.87,64,100,1.56,BR,1692024410
356,Zhetikara,52.1908,61.2006,22.06,48,100,1.08,KZ,1692024661
357,Cooma,-36.2333,149.1333,2.54,90,82,1.17,AU,1692024662
358,Jinxiang,27.4327,120.6062,27.95,86,100,1.7,CN,1692024663
359,Arkhipo-Osipovka,44.37,38.52,30.09,59,0,3.87,RU,1692024475
360,Novaya Igirma,57.1334,103.9112,19.58,64,70,0.66,RU,1692024665
361,Santana,-0.0583,-51.1817,32.1,66,40,2.08,BR,1692024423
362,Yorosso,12.3536,-4.7761,26.76,77,100,2.15,ML,1692024666
363,Usinsk,65.9939,57.5281,22.43,61,56,3.77,RU,1692024666
364,Ugoofaaru,5.6667,73.0,28.41,67,37,5.48,MV,1692024667
365,Ambatolampy,-19.3833,47.4167,15.91,75,76,2.67,MG,1692024668
366,CARRIERE,10.0341,-12.8657,26.53,81,100,1.57,GN,1692024669
367,Lodwar,3.1191,35.5973,34.35,22,0,5.57,KE,1692024669
368,Garoua Boulaï,5.8833,14.55,24.12,79,72,0.86,CM,1692024670
369,Hancheng,32.5186,112.3522,25.13,72,0,2.01,CN,1692024670
370,Rogatec,46.2294,15.7003,29.48,54,0,2.04,SI,1692024671
371,Vanimo,-2.6741,141.3028,25.31,88,100,2.54,PG,1692024671
372,Dzhezkazgan,47.7833,67.7667,19.32,32,0,3.0,KZ,1692024672
373,Mamuju,-2.6748,118.8885,25.98,84,84,1.66,ID,1692024672
374,Fagersta,60.0042,15.7932,21.66,52,72,4.58,SE,1692024673
375,Aral,40.5156,81.2636,31.73,15,100,3.38,CN,1692024673
376,Thinadhoo,0.5333,72.9333,28.48,70,5,4.29,MV,1692024674
377,Kaiapoi,-43.3783,172.6401,5.26,74,53,1.03,NZ,1692024674
378,Nagqu Prefecture,31.5,92.0,7.95,80,100,1.95,CN,1692024675
379,Tsiombe,-25.3,45.4833,22.88,74,38,2.08,MG,1692024676
380,Krasnobrodskiy,54.1581,86.4486,11.64,95,100,4.99,RU,1692024676
381,Nieves,15.3274,120.9485,28.73,86,72,0.96,PH,1692024677
382,Reggane,26.7158,0.1714,44.36,8,1,7.18,DZ,1692024677
383,Mariehamn,60.0973,19.9348,18.92,77,0,6.17,AX,1692024678
384,Smithers,54.7804,-127.1743,12.18,100,75,1.54,CA,1692024614
385,Paita,-5.0892,-81.1144,23.35,74,100,4.26,PE,1692024679
386,Fort Bragg,35.139,-79.006,33.58,65,0,3.09,US,1692024680
387,Mālvan,16.0667,73.4667,26.68,81,99,3.56,IN,1692024680
388,Bonthe,7.5264,-12.505,26.48,81,100,5.96,SL,1692024681
389,Harper,4.375,-7.7169,25.06,74,100,4.9,LR,1692024681
390,Castillos,-34.1667,-53.8333,16.67,41,47,5.95,UY,1692024682
391,Tromsø,69.6496,18.957,15.77,88,75,3.09,NO,1692024683
392,San Antonio de Palé,-1.4014,5.6325,24.44,83,94,6.19,GQ,1692024683
393,Port Macquarie,-31.4333,152.9167,14.38,88,96,3.68,AU,1692024477
394,Missoula,47.0166,-113.8009,9.22,39,2,1.33,US,1692024406
395,Ain Sukhna,29.6002,32.3167,35.73,37,0,5.14,EG,1692024685
396,Zav'yalovo,56.7847,53.3776,28.55,35,34,1.18,RU,1692024686
397,Dabakala,8.3667,-4.4333,25.48,89,97,3.85,CI,1692024687
398,Santa Cruz de la Sierra,-17.8,-63.1667,18.03,45,75,6.17,BO,1692024125
399,Erigavo,10.6162,47.368,25.43,30,46,7.13,SO,1692024688
400,Linxia Chengguanzhen,35.6003,103.2064,20.5,62,90,1.31,CN,1692024689
401,Lashio,22.9333,97.75,21.36,98,87,0.76,MM,1692024690
402,Sumbe,-11.2061,13.8437,21.95,76,11,3.6,AO,1692024690
403,Nishinoomote,30.7333,131.0,27.46,87,57,9.51,JP,1692024691
404,Al Jawf,29.5,38.75,42.7,6,40,5.86,SA,1692024691
405,Newman,37.3138,-121.0208,25.16,61,97,1.58,US,1692024692
406,Ostseebad Kühlungsborn,54.15,11.75,27.8,57,91,2.47,DE,1692024692
407,Capâo Bonito,-24.0058,-48.3494,14.47,91,100,2.31,BR,1692024693
408,Korla,41.7597,86.1469,27.22,32,99,6.07,CN,1692024693
409,Siocon,7.7061,122.1353,26.54,87,99,1.85,PH,1692024694
410,Poyarkovo,49.6,128.6833,19.49,94,28,2.3,RU,1692024694
411,Woodland Park,40.8898,-74.1949,27.58,62,0,1.54,US,1692024695
412,Yarmouth,41.7057,-70.2286,24.8,74,0,3.09,US,1692024696
413,Lázaro Cárdenas,17.9583,-102.2,29.08,76,37,2.08,MX,1692024696
414,Flying Fish Cove,-10.4217,105.6791,24.82,83,75,4.63,CX,1692024697
415,Sur,22.5667,59.5289,34.81,45,100,2.33,OM,1692024629
416,Mhamid,29.82,-5.72,42.67,6,0,3.3,MA,1692024698
417,Qarqaraly,49.4058,75.4742,10.01,64,100,2.47,KZ,1692024699
418,Campoverde,-8.4753,-74.8058,23.83,77,94,2.04,PE,1692024699
419,Mermoz Boabab,14.7065,-17.4758,31.31,70,40,2.06,SN,1692024699
420,Caleta de Carquín,-11.0925,-77.6267,20.92,73,67,3.97,PE,1692024700
421,Urangan,-25.3,152.9,19.41,80,0,6.3,AU,1692024700
422,Qorveh,35.1664,47.8045,27.81,14,1,6.15,IR,1692024701
423,Wewak,-3.5534,143.6268,26.65,81,72,3.28,PG,1692024702
424,Kuusamo,65.9667,29.1833,19.77,79,90,2.48,FI,1692024702
425,Tuyen Quang,21.8233,105.2181,26.42,93,100,0.94,VN,1692024703
426,Mount Gambier,-37.8333,140.7667,3.58,96,0,1.55,AU,1692024452
427,Kindu,-2.95,25.95,27.78,62,78,2.28,CD,1692024704
428,San Matías,-16.3667,-58.4,29.71,36,99,2.72,BO,1692024705
429,Isangel,-19.55,169.2667,20.54,83,100,4.77,VU,1692024705
430,Caniço,32.6333,-16.85,30.4,70,20,8.23,PT,1692024706
431,Birao,10.2849,22.7882,28.99,69,99,1.79,CF,1692024706
432,Grand Falls-Windsor,48.9332,-55.6649,24.17,59,64,0.45,CA,1692024707
433,Tsimmerbude,54.675,20.1347,24.03,40,24,2.75,RU,1692024707
434,Huarmey,-10.0681,-78.1522,21.82,73,61,4.17,PE,1692024708
435,Tomatlán,19.9333,-105.25,27.09,87,93,0.79,MX,1692024708
436,Khandyga,62.6667,135.6,15.6,78,100,1.28,RU,1692024709
437,Pacific Grove,36.6177,-121.9166,16.82,95,40,4.47,US,1692024709
438,Dêqên,29.9618,90.7188,13.03,75,67,1.8,CN,1692024710
439,Umm Kaddadah,13.6017,26.6876,35.54,28,100,4.22,SD,1692024710
440,Pandan,14.0453,124.1694,27.13,83,78,2.57,PH,1692024711
441,Uturoa,-16.7333,-151.4333,25.7,73,99,6.96,PF,1692024711
442,Pohang,36.0322,129.365,23.49,94,84,4.19,KR,1692024712
443,Old Town,50.087,14.4202,33.67,51,40,5.66,CZ,1692024173
444,Umiray,15.2206,121.4111,28.06,80,48,3.03,PH,1692024713
445,Fort Abbas,29.1925,72.8536,37.61,34,5,5.07,PK,1692024713
446,Igarka,67.4667,86.5833,18.45,76,63,3.5,RU,1692024714
447,Sukhumi,43.0033,41.0153,28.67,81,0,2.87,GE,1692024603
448,Ucar,40.519,47.6542,38.1,14,0,6.28,AZ,1692024715
449,Aldinga Beach,-35.2793,138.4604,10.81,74,0,3.14,AU,1692024715
450,Papao,-17.75,-149.55,21.82,77,28,5.99,PF,1692024716
451,Eğirdir,37.8746,30.8504,37.6,21,8,4.81,TR,1692024716
452,Ponta Delgada,37.7333,-25.6667,25.4,73,20,4.63,PT,1692024716
453,Florø,61.5996,5.0328,17.76,82,75,5.14,NO,1692024717
454,Barabinsk,55.3571,78.357,10.36,98,100,2.32,RU,1692024717
455,Ābu Road,24.4833,72.7833,26.12,83,100,2.18,IN,1692024718
456,Melfort,52.8667,-104.6177,19.07,63,0,5.14,CA,1692024718
457,Sona,45.4388,10.8255,33.75,40,0,2.06,IT,1692024719
458,Bitam,2.076,11.5007,25.77,79,72,0.7,GA,1692024719
459,Port-Saint-Louis-du-Rhône,43.3833,4.8,32.38,32,0,7.2,FR,1692024720
460,Uthal,25.8072,66.6219,28.77,74,89,5.98,PK,1692024720
461,Nāḩiyat al Fuhūd,30.9697,46.7228,46.65,7,0,3.11,IQ,1692024721
462,Port Moresby,-9.4431,147.1797,24.68,78,75,5.14,PG,1692024599
463,Flushing,51.4425,3.5736,27.33,59,100,4.28,NL,1692024722
464,Marsabit,2.3284,37.9899,25.35,33,0,8.15,KE,1692024722
465,Page,36.9147,-111.4558,27.28,37,0,1.54,US,1692024636
466,Yarraville,-37.8167,144.9,6.59,85,20,2.06,AU,1692024484
467,Cacheu,12.2706,-16.1658,32.05,73,98,2.76,GW,1692024724
468,Rancho Palos Verdes,33.7445,-118.387,21.57,93,100,0.89,US,1692024724
469,São Sepé,-30.1606,-53.5653,15.39,51,79,1.56,BR,1692024606
470,Rémire-Montjoly,4.9167,-52.2667,32.02,62,4,1.54,GF,1692024726
471,San Clemente del Tuyú,-36.3569,-56.7235,16.66,56,4,7.3,AR,1692024555
472,Chifeng,42.2683,118.9636,23.41,50,0,2.25,CN,1692024727
473,Lerwick,60.1545,-1.1494,14.0,77,59,2.57,GB,1692024727
474,Westport,41.1415,-73.3579,27.82,73,75,0.0,US,1692024728
475,Arrondissement de Saint-Jean-de-Maurienne,45.1667,6.5833,20.63,42,66,0.7,FR,1692024728
476,Kamennogorsk,60.9545,29.1339,22.38,53,100,2.85,RU,1692024729
477,Shalkar,47.8288,59.6258,28.55,17,75,1.11,KZ,1692024730
478,East London,-33.0153,27.9116,17.52,72,20,9.77,ZA,1692024730
479,Pizarro,4.9533,-77.366,27.87,74,36,1.4,CO,1692024731
480,Petrolina,-9.3986,-40.5008,28.03,44,75,6.17,BR,1692024731
481,Esim,4.8699,-2.2405,26.05,76,100,4.92,GH,1692024732
482,Puerto Quijarro,-17.7833,-57.7667,29.94,36,100,2.18,BO,1692024733
483,Karratha,-20.7377,116.8463,19.44,57,10,3.79,AU,1692024734
484,Prince George,53.9166,-122.753,18.68,80,75,1.03,CA,1692024734
485,Coelho Neto,-4.2567,-43.0128,34.75,32,7,2.03,BR,1692024735
486,Silver Springs,29.1044,-82.0206,33.29,74,3,2.7,US,1692024735
487,Bhīmunipatnam,17.8833,83.4333,27.86,77,100,0.57,IN,1692024736
488,Crane,31.3974,-102.3501,28.95,48,5,4.8,US,1692024736
489,Kuragino,53.8975,92.6725,9.51,97,80,2.81,RU,1692024737
490,Kuhsān,34.6539,61.1978,26.12,13,0,13.97,AF,1692024737
491,Chimoio,-19.1164,33.4833,25.5,26,0,2.4,MZ,1692024738
492,Perevolotskiy,51.8763,54.1938,28.14,27,100,4.81,RU,1692024738
493,Vernal,40.4555,-109.5287,22.03,33,0,2.06,US,1692024739
494,Ayutla de los Libres,16.9,-99.2167,27.92,74,100,0.85,MX,1692024740
495,Mahon,39.8885,4.2658,31.31,42,0,6.17,ES,1692024740
496,Jilin,43.0,126.0,20.56,91,3,0.98,CN,1692024741
497,Xianju,28.85,120.7333,28.6,92,100,1.16,CN,1692024742
498,Selkirk,50.1436,-96.8845,19.53,58,4,2.17,CA,1692024743
499,Palmer,42.1584,-72.3287,26.36,58,75,4.63,US,1692024706
500,Mont-Dore,-22.2833,166.5833,18.89,99,2,2.19,NC,1692024744
501,Ipatovo,45.7181,42.9036,32.73,30,0,4.28,RU,1692024744
502,Wanxian,30.8039,108.3897,27.33,69,0,1.04,CN,1692024745
503,Broome,42.2506,-75.833,24.27,73,75,3.09,US,1692024745
504,Ebon,4.582,168.6964,27.82,78,100,3.78,MH,1692024747
505,Oumache,34.6929,5.6809,37.16,22,20,2.06,DZ,1692024747
506,Kapit,2.0167,112.9333,24.01,97,100,0.2,MY,1692024748
507,Coquimbo,-29.9533,-71.3436,15.48,79,65,1.82,CL,1692024748
508,Grande Prairie,55.1667,-118.8027,19.1,63,75,3.6,CA,1692024749
509,Livingston,55.9029,-3.5226,21.0,72,40,3.6,GB,1692024640
510,Villa Gesell,-37.2639,-56.973,15.03,52,5,8.3,AR,1692024750
511,Diawara,15.022,-12.5437,34.99,46,96,2.19,SN,1692024751
512,Buarcos,40.166,-8.8768,23.19,67,46,2.68,PT,1692024751
513,Mili,6.0815,171.735,28.81,79,100,7.59,MH,1692024752
514,Guerrero Negro,27.9769,-114.0611,21.34,80,16,4.83,MX,1692024753
515,Hot Springs,34.5037,-93.0552,30.52,69,0,1.79,US,1692024635
516,Lucapa,-8.4192,20.7447,33.13,9,31,1.61,AO,1692024754
517,Naze,28.3667,129.4833,25.51,88,99,3.77,JP,1692024754
518,Aoulef,26.9667,1.0833,43.12,8,0,5.55,DZ,1692024755
519,Hinton,53.4001,-117.5857,20.07,56,87,0.98,CA,1692024721
520,Klaksvík,62.2266,-6.589,14.51,95,99,5.99,FO,1692024756
521,Altai,46.3722,96.2583,16.11,40,0,1.65,MN,1692024757
522,Zaozërsk,69.4005,32.4476,20.08,67,67,4.49,RU,1692024757
523,Nehe,48.4833,124.8333,20.12,82,2,1.73,CN,1692024758
524,Shimanovsk,52.0,127.7,17.2,95,92,2.08,RU,1692024759
525,Aliwal North,-30.6937,26.7114,19.57,15,3,9.32,ZA,1692024760
526,Pembroke,45.8168,-77.1162,18.43,81,100,2.55,CA,1692024682
527,Bathsheba,13.2167,-59.5167,31.34,74,75,9.26,BB,1692024761
528,Dej,47.15,23.8667,31.62,23,0,1.09,RO,1692024761
529,Provincia di Lucca,44.0333,10.45,35.41,49,11,1.89,IT,1692024763
530,Mogadishu,2.0371,45.3438,26.93,83,20,6.69,SO,1692024763
531,Hengchun,22.0042,120.7439,28.39,88,14,7.43,TW,1692024764
532,Shitanjing,39.2342,106.3439,28.65,29,99,4.43,CN,1692024764
533,Gazojak,41.1875,61.4036,26.71,11,1,6.07,TM,1692024765
534,Al Khārijah,25.4514,30.5464,37.89,15,0,6.74,EG,1692024765
535,Inarajan Village,13.2736,144.7484,26.08,97,100,3.81,GU,1692024766
536,Warangal,18.0,79.5833,25.75,81,97,1.11,IN,1692024758
537,Strugi Krasnye,58.2675,29.1114,24.27,43,2,3.43,RU,1692024767
538,Chui,-33.6971,-53.4616,16.71,38,69,5.22,UY,1692024767
539,Téra,14.0078,0.7531,33.7,41,100,7.22,NE,1692024768
540,Vorkuta,67.5,64.0,17.96,68,29,3.9,RU,1692024768
541,Fengzhen,40.4394,113.1536,22.49,45,41,2.15,CN,1692024769
542,Sitka,57.0531,-135.33,11.94,82,20,1.54,US,1692024769
543,Motueka,-41.1333,173.0167,3.39,84,7,1.64,NZ,1692024770
544,Devizes,51.3508,-1.9942,21.69,76,89,8.35,GB,1692024770
545,Arawa,-6.2132,155.5367,24.78,93,100,1.79,PG,1692024771
546,Boyolangu,-8.1181,111.8935,21.69,94,35,0.66,ID,1692024771
547,Féres,40.8956,26.17,32.69,40,75,7.72,GR,1692024772
548,Nazca,-14.8333,-74.95,25.35,41,0,2.47,PE,1692024773
549,Cockburn Town,21.4612,-71.1419,28.93,79,11,8.31,TC,1692024773
550,Tokār,18.4254,37.729,38.77,34,5,4.74,SD,1692024774
551,Sierra Grande,-41.606,-65.3557,17.61,34,83,3.57,AR,1692024775
552,Priob’ye,62.5206,65.5964,22.87,55,78,2.19,RU,1692024775
553,Boguchany,58.3814,97.4531,16.07,97,99,0.63,RU,1692024776
554,Polyarny,69.1989,33.4478,17.57,83,82,6.21,RU,1692024776
555,Oranjemund,-28.55,16.4333,13.64,73,26,8.72,NA,1692024777
556,Tagta,41.6504,59.9164,28.97,14,0,6.17,TM,1692024777
557,Paradip,20.3167,86.6167,28.84,76,100,3.61,IN,1692024778
558,Mugia,43.1041,-9.2179,24.39,86,38,4.35,ES,1692024778
559,Mbuji-Mayi,-6.15,23.6,35.92,14,10,2.14,CD,1692024779
560,Namsos,64.4662,11.4957,18.95,72,100,1.54,NO,1692024779
561,Kerema,-7.9631,145.7785,24.07,91,100,3.23,PG,1692024780
562,Juan Díaz,8.4667,-80.2833,27.58,81,99,0.75,PA,1692024780
563,La Ronge,55.1001,-105.2842,19.14,72,75,2.57,CA,1692024781
564,Kuršėnai,55.985,22.9189,24.14,46,14,2.99,LT,1692024781
565,Flin Flon,54.7682,-101.865,17.91,77,75,6.17,CA,1692024782
566,Puerto Vallarta,20.6204,-105.2307,28.84,79,75,6.69,MX,1692024690
567,Manokwari,-0.8667,134.0833,25.78,83,63,0.93,ID,1692024783
568,Amos,48.5669,-78.1162,17.77,62,13,2.62,CA,1692024783
569,Glace Bay,46.1969,-59.957,23.77,88,75,4.12,CA,1692024785
570,Uruguaiana,-29.7547,-57.0883,15.96,51,0,2.06,BR,1692024785
571,Antsiranana,-12.2787,49.2917,27.42,65,40,5.14,MG,1692024786
572,Anzio,41.4853,12.6179,33.96,62,0,4.42,IT,1692024786
573,Kayyerkan,69.3786,87.7439,14.78,69,56,2.08,RU,1692024787
574,Kargasok,59.0556,80.8572,13.33,86,96,1.29,RU,1692024787
575,Taro,-8.3862,115.28,22.0,97,96,0.7,ID,1692024788
576,Baruun-Urt,46.6806,113.2792,17.59,85,100,1.66,MN,1692024788
577,Fuentes de Andalucía,37.4641,-5.3462,35.58,13,0,6.38,ES,1692024789
578,Pampa,35.5362,-100.9599,18.53,60,97,4.87,US,1692024789
579,Kanata,45.3159,-75.8985,20.02,86,75,4.12,CA,1692024330
580,Armidale,-30.5167,151.65,7.63,83,96,1.91,AU,1692024790
581,Turpan,42.9333,89.1667,32.18,24,97,4.68,CN,1692024791
582,Ulaanbaatar,47.9077,106.8832,17.07,82,20,1.0,MN,1692024791
583,São Félix do Xingu,-6.6447,-51.995,36.42,17,8,2.43,BR,1692024688
584,Kerikeri,-35.2268,173.9474,7.88,94,87,1.77,NZ,1692024792
585,Galliano,29.4422,-90.2992,32.78,62,40,3.09,US,1692024793
